Fecha,Hora UTC,Magnitud,Longitud,Latitud,Departamento,Municipio,Profundidad,Estado
1993-06-04,4:23:04,3,-79.726,2.538,NARINO,FRANCISCO PIZARRO,2,Revisado
1993-06-04,7:42:25,3,-72.983,6.787,SANTANDER,CEPITA,155.2,Revisado
1993-06-04,8:05:00,2.8,-73.001,6.809,SANTANDER,CEPITA,151.7,Revisado
1993-06-04,8:34:52,2.8,-73.014,6.76,SANTANDER,CEPITA,143.7,Revisado
1993-06-04,11:01:55,2.7,-72.987,6.743,SANTANDER,CEPITA,148.9,Revisado
1993-06-04,12:21:32,3,-73.074,6.78,SANTANDER,LOS SANTOS,146.4,Revisado
1993-06-04,12:24:16,4.2,-76.658,6.993,ANTIOQUIA,MURINDO,0.1,Revisado
1993-06-04,15:07:37,3,-73.026,6.803,SANTANDER,CEPITA,158.6,Revisado
1993-06-04,23:49:12,4.8,-73.073,6.748,SANTANDER,LOS SANTOS,154,Revisado
1993-06-05,3:53:30,3.3,-73.092,6.781,SANTANDER,LOS SANTOS,149.4,Revisado
1993-06-05,3:54:00,3.4,-72.971,6.734,SANTANDER,CEPITA,147.6,Revisado
1993-06-05,6:01:08,1.7,-75.801,2.482,HUILA,PAICOL,4,Revisado
1993-06-05,6:01:26,3.2,-73.023,6.763,SANTANDER,CEPITA,143.7,Revisado
1993-06-05,7:59:09,3,-78.167,7.546,CHOCO,JURADO,28.5,Revisado
1993-06-05,8:05:26,2.5,-73.143,6.827,SANTANDER,LOS SANTOS,135.5,Revisado
1993-06-05,9:41:43,1.8,-76.235,1.469,CAQUETA,SAN JOSE DEL FRAGUA,3.7,Revisado
1993-06-05,16:48:57,3,-73.082,6.747,SANTANDER,LOS SANTOS,141.4,Revisado
1993-06-05,17:20:19,2.4,-73.081,6.793,SANTANDER,LOS SANTOS,144,Revisado
1993-06-05,19:06:21,3.5,-73.103,6.741,SANTANDER,JORDAN,142,Revisado
1993-06-05,20:12:45,2.9,-73.008,6.767,SANTANDER,CEPITA,149.6,Revisado
1993-06-05,21:30:53,2.6,-72.902,6.834,SANTANDER,SAN ANDRES,150,Revisado
1993-06-05,22:12:29,2.8,-72.815,6.804,SANTANDER,SAN ANDRES,122,Revisado
1993-06-05,22:19:13,4.1,-73.011,6.84,SANTANDER,CEPITA,155.3,Revisado
1993-06-05,23:53:53,2.3,-74.755,3.486,HUILA,COLOMBIA,18,Revisado
1993-06-06,1:20:31,2.9,-73.116,6.783,SANTANDER,LOS SANTOS,138.4,Revisado
1993-06-06,2:10:38,4.7,-79.851,2.456,NARINO,TUMACO,40.2,Revisado
1993-06-06,3:10:00,2.6,-73.04,6.822,SANTANDER,CEPITA,148.7,Revisado
1993-06-06,4:20:37,3,-80.522,2.771,ZONA GEOGRAFICA ESPECIAL,MALPELO,31.9,Revisado
1993-06-06,5:06:56,2.6,-79.094,2.552,NARINO,MOSQUERA,1.5,Revisado
1993-06-06,6:22:47,3,-73.041,6.771,SANTANDER,LOS SANTOS,149.1,Revisado
1993-06-06,7:05:31,2.9,-73.077,6.91,SANTANDER,PIEDECUESTA,150,Revisado
1993-06-06,7:17:37,2.6,-75.466,7.662,ANTIOQUIA,TARAZA,45.2,Revisado
1993-06-06,8:41:43,2.8,-73.044,6.813,SANTANDER,LOS SANTOS,149,Revisado
1993-06-06,8:52:38,3.4,-73.491,6.367,SANTANDER,CONTRATACION,127.5,Revisado
1993-06-06,9:56:06,3.2,-76.651,6.796,ANTIOQUIA,MURINDO,0,Revisado
1993-06-06,12:24:18,3.3,-73.369,7.202,SANTANDER,LEBRIJA,126.6,Revisado
1993-06-06,13:18:08,2.6,-73.013,6.85,SANTANDER,CEPITA,153.1,Revisado
1993-06-06,16:04:22,3.7,-73.214,3.179,META,PUERTO LLERAS,0.1,Revisado
1993-06-06,19:39:09,3.1,-73.028,6.787,SANTANDER,CEPITA,153.6,Revisado
1993-06-06,22:16:53,2.8,-72.942,6.702,SANTANDER,CEPITA,150.8,Revisado
1993-06-07,2:33:36,2.6,-73.126,6.954,SANTANDER,PIEDECUESTA,137.5,Revisado
1993-06-07,3:06:18,2.6,-73.105,6.865,SANTANDER,LOS SANTOS,148,Revisado
1993-06-07,3:23:24,2.3,-76.303,4.843,VALLE DEL CAUCA,EL CAIRO,110,Revisado
1993-06-07,3:23:25,2.2,-76.292,4.838,VALLE DEL CAUCA,EL CAIRO,103.7,Revisado
1993-06-07,4:06:48,2.7,-73.08,6.744,SANTANDER,JORDAN,143.3,Revisado
1993-06-07,4:19:55,2.8,-73.051,6.722,SANTANDER,ARATOCA,140.3,Revisado
1993-06-07,4:36:02,2.4,-73.087,6.823,SANTANDER,LOS SANTOS,148.9,Revisado
1993-06-07,4:44:22,2.4,-73.088,7.435,SANTANDER,SURATA,128,Revisado
1993-06-07,5:03:21,3.8,-73.058,6.861,SANTANDER,LOS SANTOS,155.7,Revisado
1993-06-07,7:13:57,2.1,-73.625,5.954,SANTANDER,BARBOSA,132.9,Revisado
1993-06-07,7:46:21,3.1,-72.989,6.723,SANTANDER,CEPITA,147.8,Revisado
1993-06-07,8:19:18,4.3,-73.041,6.806,SANTANDER,LOS SANTOS,149.1,Revisado
1993-06-07,8:42:21,2.6,-73.062,6.78,SANTANDER,LOS SANTOS,142.5,Revisado
1993-06-07,10:15:23,2.6,-73.121,6.87,SANTANDER,LOS SANTOS,140,Revisado
1993-06-07,10:47:54,4.6,-74.63,4.822,CUNDINAMARCA,SAN JUAN DE RIOSECO,21.2,Revisado
1993-06-07,11:49:35,3.6,-73.026,6.753,SANTANDER,CEPITA,151,Revisado
1993-06-07,12:36:47,3,-73.026,6.756,SANTANDER,CEPITA,146.5,Revisado
1993-06-07,14:40:00,3.6,-73.044,6.761,SANTANDER,LOS SANTOS,148.7,Revisado
1993-06-07,15:44:35,2.2,-74.858,2.821,HUILA,TELLO,0,Revisado
1993-06-07,15:58:09,2.4,-74.648,4.818,CUNDINAMARCA,SAN JUAN DE RIOSECO,6.7,Revisado
1993-06-07,16:45:52,2.8,-72.997,6.839,SANTANDER,CEPITA,144.9,Revisado
1993-06-07,17:28:12,2.6,-74.144,6.967,ANTIOQUIA,YONDO,0.1,Revisado
1993-06-07,17:38:15,2.8,-73.163,6.732,SANTANDER,VILLANUEVA,153.9,Revisado
1993-06-07,19:28:48,2.7,-73.101,6.864,SANTANDER,LOS SANTOS,151.7,Revisado
1993-06-07,21:08:29,3,-73.116,6.814,SANTANDER,LOS SANTOS,143.3,Revisado
1993-06-07,21:09:44,2.9,-76.456,7.178,ANTIOQUIA,MUTATA,0,Revisado
1993-06-07,23:13:01,2.7,-73.028,6.801,SANTANDER,CEPITA,146.3,Revisado
1993-06-08,4:35:49,2.3,-73.033,6.808,SANTANDER,CEPITA,138.8,Revisado
1993-06-08,4:52:34,2.3,-72.996,6.81,SANTANDER,CEPITA,151.6,Revisado
1993-06-08,5:40:26,2.3,-73.104,6.835,SANTANDER,LOS SANTOS,144.9,Revisado
1993-06-08,5:54:16,2.9,-72.958,6.837,SANTANDER,CEPITA,155.8,Revisado
1993-06-08,6:27:23,2.1,-73.955,5.615,BOYACA,PAUNA,122,Revisado
1993-06-08,6:34:10,2,-74.687,4.848,CUNDINAMARCA,SAN JUAN DE RIOSECO,30.1,Revisado
1993-06-08,6:37:04,2.6,-73.419,7.051,SANTANDER,SAN VICENTE DE CHUCURI,110.8,Revisado
1993-06-08,7:51:13,3.3,-76.791,6.869,ANTIOQUIA,MURINDO,0,Revisado
1993-06-08,8:00:17,3.4,-76.995,5.065,CHOCO,CONDOTO,32.1,Revisado
1993-06-08,8:32:46,2.8,-76.987,7.067,ANTIOQUIA,MURINDO,0,Revisado
1993-06-08,9:10:04,3,-76.723,6.932,ANTIOQUIA,MURINDO,0,Revisado
1993-06-08,9:54:24,1.9,-74.334,6.124,ANTIOQUIA,PUERTO NARE,7.2,Revisado
1993-06-08,10:52:07,3.1,-73.054,6.854,SANTANDER,LOS SANTOS,150,Revisado
1993-06-08,14:14:45,3,-72.543,5.571,BOYACA,LABRANZAGRANDE,0,Revisado
1993-06-08,15:42:09,3.4,-72.999,6.784,SANTANDER,CEPITA,151.4,Revisado
1993-06-08,16:25:39,2.9,-73.075,6.79,SANTANDER,LOS SANTOS,144.5,Revisado
1993-06-08,17:30:12,2.9,-73.011,6.794,SANTANDER,CEPITA,148.9,Revisado
1993-06-08,18:36:03,2.4,-73.076,6.795,SANTANDER,LOS SANTOS,142.6,Revisado
1993-06-08,20:01:03,2.9,-73.08,6.772,SANTANDER,LOS SANTOS,160,Revisado
1993-06-09,5:17:47,2.6,-72.965,6.755,SANTANDER,CEPITA,131.3,Revisado
1993-06-09,7:21:51,2.4,-72.993,6.787,SANTANDER,CEPITA,151.5,Revisado
1993-06-09,7:27:07,2.9,-73.09,6.812,SANTANDER,LOS SANTOS,147.3,Revisado
1993-06-09,7:46:03,4.3,-79.496,2.432,NARINO,FRANCISCO PIZARRO,0,Revisado
1993-06-09,8:19:58,2.6,-73.037,6.771,SANTANDER,CEPITA,149.6,Revisado
1993-06-09,10:52:40,2.9,-73.063,7.03,SANTANDER,PIEDECUESTA,160,Revisado
1993-06-09,11:40:51,2.7,-73.086,6.791,SANTANDER,LOS SANTOS,168.9,Revisado
1993-06-09,12:25:51,3,-75.243,4.234,TOLIMA,ROVIRA,1.2,Revisado
1993-06-09,14:29:52,2.5,-72.966,6.751,SANTANDER,CEPITA,151,Revisado
1993-06-09,14:38:21,2.9,-72.99,6.763,SANTANDER,CEPITA,149.3,Revisado
1993-06-09,16:21:40,2.9,-73.029,6.739,SANTANDER,ARATOCA,149.9,Revisado
1993-06-09,21:19:22,3.9,-73.046,6.826,SANTANDER,LOS SANTOS,150.7,Revisado
1993-06-09,22:07:43,2.6,-73.174,6.733,SANTANDER,VILLANUEVA,164.2,Revisado
1993-06-10,0:41:15,3.3,-73.062,6.804,SANTANDER,LOS SANTOS,150,Revisado
1993-06-10,2:21:03,3.1,-73.191,6.863,SANTANDER,ZAPATOCA,141.8,Revisado
1993-06-10,3:35:20,3.1,-73.029,6.81,SANTANDER,CEPITA,143.2,Revisado
1993-06-10,4:36:57,2.9,-73.044,6.86,SANTANDER,LOS SANTOS,147.9,Revisado
1993-06-10,4:45:58,2.7,-73.003,6.807,SANTANDER,CEPITA,152.3,Revisado
1993-06-10,6:58:17,2.6,-73.002,6.815,SANTANDER,CEPITA,147.9,Revisado
1993-06-10,11:24:41,3.8,-73.057,6.775,SANTANDER,LOS SANTOS,150,Revisado
1993-06-10,12:12:46,3,-76.439,6.667,ANTIOQUIA,FRONTINO,0,Revisado
1993-06-10,13:28:22,2.7,-73.067,6.905,SANTANDER,PIEDECUESTA,146.1,Revisado
1993-06-10,14:27:45,2.8,-73.04,6.787,SANTANDER,CEPITA,144.1,Revisado
1993-06-10,15:52:08,2.7,-73.047,6.862,SANTANDER,LOS SANTOS,152.9,Revisado
1993-06-11,3:47:10,3.6,-73.091,6.788,SANTANDER,LOS SANTOS,150,Revisado
1993-06-11,6:41:03,2.5,-73.022,6.698,SANTANDER,ARATOCA,150.2,Revisado
1993-06-11,9:08:50,2.4,-73.64,6.466,SANTANDER,SANTA HELENA DEL OPON,115.4,Revisado
1993-06-11,10:23:16,3.1,-73.085,6.83,SANTANDER,LOS SANTOS,144.3,Revisado
1993-06-11,13:55:57,2.8,-73.084,6.79,SANTANDER,LOS SANTOS,146.1,Revisado
1993-06-11,18:43:01,2.8,-73.972,5.628,BOYACA,PAUNA,116.4,Revisado
1993-06-12,1:59:03,3.1,-73.067,6.771,SANTANDER,LOS SANTOS,142,Revisado
1993-06-12,4:14:32,3.3,-72.992,6.746,SANTANDER,CEPITA,147.1,Revisado
1993-06-12,6:26:05,2.9,-73.543,6.604,SANTANDER,EL CARMEN,109.9,Revisado
1993-06-12,6:33:57,4.7,-73.094,6.867,SANTANDER,LOS SANTOS,156,Revisado
1993-06-12,8:48:14,3.2,-73.052,6.838,SANTANDER,LOS SANTOS,151,Revisado
1993-06-12,9:00:24,3.1,-73.103,6.763,SANTANDER,LOS SANTOS,140.4,Revisado
1993-06-12,9:39:47,1.9,-76.267,1.97,HUILA,ISNOS,0,Revisado
1993-06-12,11:24:12,3.5,-73.055,6.835,SANTANDER,LOS SANTOS,152.3,Revisado
1993-06-12,13:43:39,2.8,-73.058,6.775,SANTANDER,LOS SANTOS,141.6,Revisado
1993-06-12,16:23:29,2.9,-72.931,6.778,SANTANDER,CEPITA,150.8,Revisado
1993-06-12,21:46:05,4.2,-73.008,6.714,SANTANDER,ARATOCA,151.3,Revisado
1993-06-12,22:57:35,4.4,-73.951,8.723,CESAR,LA GLORIA,26.3,Revisado
1993-06-12,23:35:07,2.1,-74.693,4.798,CUNDINAMARCA,BELTRAN,9.2,Revisado
1993-06-12,23:59:12,2.5,-73.067,6.766,SANTANDER,LOS SANTOS,141.7,Revisado
1993-06-13,0:13:08,2.6,-74.888,7.038,ANTIOQUIA,SEGOVIA,1.7,Revisado
1993-06-13,2:16:40,3.1,-74.379,8.783,BOLIVAR,PINILLOS,42,Revisado
1993-06-13,4:50:00,3,-73.118,8.537,NORTE DE SANTANDER,EL TARRA,142,Revisado
1993-06-13,4:54:12,2.5,-73.166,6.711,SANTANDER,VILLANUEVA,135.5,Revisado
1993-06-13,4:59:21,2.3,-72.909,5.788,BOYACA,NOBSA,4,Revisado
1993-06-13,6:09:54,2.4,-72.996,6.747,SANTANDER,CEPITA,142.1,Revisado
1993-06-13,7:23:33,2.7,-78.157,3.286,ZONA GEOGRAFICA ESPECIAL,GORGONA,0,Revisado
1993-06-13,10:39:07,2.6,-76.364,7.033,ANTIOQUIA,DABEIBA,0.1,Revisado
1993-06-13,12:11:23,2.7,-73.032,6.855,SANTANDER,CEPITA,150.9,Revisado
1993-06-13,14:10:06,3,-73.075,6.787,SANTANDER,LOS SANTOS,141.4,Revisado
1993-06-13,16:49:38,2.8,-78.138,-0.163,NARINO,CUASPUD,16,Revisado
1993-06-13,17:22:38,2.9,-75.45,2.297,HUILA,GIGANTE,0.2,Revisado
1993-06-13,19:00:41,3,-73.021,6.783,SANTANDER,CEPITA,147.2,Revisado
1993-06-14,0:43:59,2.6,-76.562,3.4,VALLE DEL CAUCA,CALI,106,Revisado
1993-06-14,1:41:40,2.3,-73.55,6.121,SANTANDER,SAN BENITO,118,Revisado
1993-06-14,3:00:49,2.2,-73.143,6.862,SANTANDER,LOS SANTOS,136,Revisado
1993-06-14,3:29:56,3.2,-74.755,5.63,CALDAS,LA DORADA,4,Revisado
1993-06-14,4:38:15,3.1,-76.622,6.977,ANTIOQUIA,MURINDO,0,Revisado
1993-06-14,5:44:36,2.3,-73.127,6.768,SANTANDER,LOS SANTOS,143.9,Revisado
1993-06-14,7:06:05,2.8,-73.065,6.816,SANTANDER,LOS SANTOS,143.1,Revisado
1993-06-14,7:55:06,4.1,-73.096,6.81,SANTANDER,LOS SANTOS,152,Revisado
1993-06-14,8:24:55,2.3,-73.611,6.365,SANTANDER,SANTA HELENA DEL OPON,123.3,Revisado
1993-06-14,8:49:35,2.7,-73.032,6.746,SANTANDER,ARATOCA,145.6,Revisado
1993-06-14,11:01:15,4.3,-73.161,6.816,SANTANDER,LOS SANTOS,148.2,Revisado
1993-06-14,11:27:21,3.8,-77.024,7.447,CHOCO,RIOSUCIO,21.7,Revisado
1993-06-14,12:01:55,2.1,-73.133,6.801,SANTANDER,LOS SANTOS,144.9,Revisado
1993-06-14,20:55:20,2.6,-77.164,3.386,VALLE DEL CAUCA,BUENAVENTURA,95,Revisado
1993-06-14,22:12:28,2.3,-75.607,2.314,HUILA,GIGANTE,8.2,Revisado
1993-06-15,9:21:07,4,-73.086,6.817,SANTANDER,LOS SANTOS,154,Revisado
1993-06-15,9:48:39,2.7,-73.004,6.767,SANTANDER,CEPITA,148,Revisado
1993-06-15,12:58:58,4.7,-72.67,5.247,BOYACA,PAJARITO,8,Revisado
1993-06-15,16:20:41,3.4,-72.653,5.244,BOYACA,PAJARITO,8,Revisado
1993-06-15,19:56:30,2.9,-72.998,6.73,SANTANDER,CEPITA,148.4,Revisado
1993-06-15,20:14:57,3.6,-72.998,6.842,SANTANDER,CEPITA,155.1,Revisado
1993-06-15,21:18:23,3.6,-75.272,4.047,TOLIMA,ORTEGA,0.1,Revisado
1993-06-15,21:21:18,2.9,-75.294,4.058,TOLIMA,ORTEGA,0,Revisado
1993-06-16,3:47:55,3.2,-72.99,6.814,SANTANDER,CEPITA,147.4,Revisado
1993-06-16,4:33:45,3.3,-73.008,6.822,SANTANDER,CEPITA,152.8,Revisado
1993-06-16,5:07:41,2.7,-73.099,6.937,SANTANDER,PIEDECUESTA,152,Revisado
1993-06-16,7:06:45,2.7,-76.281,6.832,ANTIOQUIA,FRONTINO,0,Revisado
1993-06-16,8:23:00,1.8,-77.335,1.262,NARINO,NARINO,4,Revisado
1993-06-16,11:41:46,3.2,-76.675,6.936,ANTIOQUIA,MURINDO,0,Revisado
1993-06-16,12:09:22,3.1,-73.017,6.877,SANTANDER,CEPITA,153,Revisado
1993-06-16,15:31:42,2.7,-75.488,5.78,ANTIOQUIA,ABEJORRAL,0,Revisado
1993-06-16,19:11:16,3.2,-73.045,6.831,SANTANDER,LOS SANTOS,148.6,Revisado
1993-06-16,21:48:23,2.8,-73.08,6.762,SANTANDER,LOS SANTOS,148.6,Revisado
1993-06-17,5:15:34,2.6,-79.594,2.126,NARINO,TUMACO,104.4,Revisado
1993-06-17,5:27:01,1.6,-74.625,4.568,CUNDINAMARCA,APULO,32,Revisado
1993-06-17,6:21:03,3.6,-73.066,6.793,SANTANDER,LOS SANTOS,145.3,Revisado
1993-06-17,6:34:40,2.6,-73.039,6.81,SANTANDER,CEPITA,148.3,Revisado
1993-06-17,6:53:31,2.9,-73.072,6.798,SANTANDER,LOS SANTOS,148.1,Revisado
1993-06-17,7:20:48,2.7,-73,6.754,SANTANDER,CEPITA,146.8,Revisado
1993-06-17,7:56:15,3.6,-73.117,6.847,SANTANDER,LOS SANTOS,148.8,Revisado
1993-06-17,8:43:45,3,-79.971,2.445,NARINO,TUMACO,46.6,Revisado
1993-06-17,9:15:40,3.1,-73.081,6.84,SANTANDER,LOS SANTOS,145.5,Revisado
1993-06-17,9:21:36,3.1,-76.233,6.97,ANTIOQUIA,DABEIBA,0.1,Revisado
1993-06-17,20:48:30,2.9,-76.327,4.658,VALLE DEL CAUCA,EL CAIRO,88,Revisado
1993-06-18,4:30:58,3.1,-73.085,6.833,SANTANDER,LOS SANTOS,143.9,Revisado
1993-06-18,6:00:23,2.7,-73.038,6.783,SANTANDER,CEPITA,148.9,Revisado
1993-06-18,8:03:37,2.7,-75.192,7.104,ANTIOQUIA,ANORI,3.9,Revisado
1993-06-18,12:58:28,3.2,-72.999,6.823,SANTANDER,CEPITA,150.2,Revisado
1993-06-18,17:32:17,3.8,-79.619,2.268,NARINO,TUMACO,43.8,Revisado
1993-06-18,23:46:45,2.4,-76.456,5.241,CHOCO,TADO,67.8,Revisado
1993-06-19,0:26:44,2.3,-74.386,5.634,CUNDINAMARCA,YACOPI,91.1,Revisado
1993-06-19,1:53:06,3.3,-73.05,6.841,SANTANDER,LOS SANTOS,150.5,Revisado
1993-06-19,2:29:23,2.8,-73.562,6.368,SANTANDER,SANTA HELENA DEL OPON,115,Revisado
1993-06-19,3:02:12,4.9,-73.074,6.751,SANTANDER,LOS SANTOS,156,Revisado
1993-06-19,4:14:24,3.3,-73.276,6.932,SANTANDER,BETULIA,129.5,Revisado
1993-06-19,9:57:52,4.1,-73.107,6.81,SANTANDER,LOS SANTOS,149.8,Revisado
1993-06-19,12:36:55,3.2,-73.034,6.89,SANTANDER,PIEDECUESTA,151.4,Revisado
1993-06-19,16:29:07,2.9,-73.082,6.821,SANTANDER,LOS SANTOS,144.9,Revisado
1993-06-19,16:54:02,4.6,-73.056,6.776,SANTANDER,LOS SANTOS,151.1,Revisado
1993-06-19,17:40:23,3.1,-73.123,6.829,SANTANDER,LOS SANTOS,142.2,Revisado
1993-06-19,22:21:46,3.4,-73.075,6.791,SANTANDER,LOS SANTOS,141.4,Revisado
1993-06-19,22:59:20,3.6,-73.133,6.905,SANTANDER,PIEDECUESTA,148,Revisado
1993-06-20,0:44:10,2.4,-76.09,4.656,VALLE DEL CAUCA,TORO,90.5,Revisado
1993-06-20,4:11:55,3.8,-73.097,6.891,SANTANDER,PIEDECUESTA,148.8,Revisado
1993-06-20,7:10:35,3,-76.438,4.388,VALLE DEL CAUCA,TRUJILLO,120,Revisado
1993-06-20,12:34:26,3,-73.051,6.8,SANTANDER,LOS SANTOS,150.9,Revisado
1993-06-20,14:28:21,3.3,-73.094,6.842,SANTANDER,LOS SANTOS,145.4,Revisado
1993-06-20,14:59:53,3.3,-76.932,7.23,CHOCO,RIOSUCIO,40.7,Revisado
1993-06-20,16:18:27,3,-73.032,6.787,SANTANDER,CEPITA,149.6,Revisado
1993-06-20,17:49:32,1.9,-77.281,1.013,NARINO,VOLCAN GALERAS,5.2,Revisado
1993-06-21,2:45:38,2.2,-73.034,6.834,SANTANDER,CEPITA,151.5,Revisado
1993-06-21,2:46:46,2,-78.106,1.608,NARINO,BARBACOAS,17.9,Revisado
1993-06-21,3:08:57,3.7,-73.09,6.82,SANTANDER,LOS SANTOS,149.2,Revisado
1993-06-21,6:44:39,2.5,-73.687,6.521,SANTANDER,SANTA HELENA DEL OPON,122,Revisado
1993-06-21,6:46:03,2.4,-73.117,6.874,SANTANDER,LOS SANTOS,141,Revisado
1993-06-21,8:48:01,2.3,-75.435,4.085,TOLIMA,RONCESVALLES,3,Revisado
1993-06-21,8:48:02,2.3,-75.365,4.041,TOLIMA,ORTEGA,5.8,Revisado
1993-06-21,9:20:48,2.8,-73.054,6.844,SANTANDER,LOS SANTOS,148.3,Revisado
1993-06-21,13:49:48,2.7,-73.07,6.826,SANTANDER,LOS SANTOS,148.5,Revisado
1993-06-21,13:49:48,2.6,-73.092,6.84,SANTANDER,LOS SANTOS,148,Revisado
1993-06-21,18:14:03,3.4,-74.539,7.984,ANTIOQUIA,NECHI,0.1,Revisado
1993-06-21,21:35:11,4.1,-73.112,6.845,SANTANDER,LOS SANTOS,146,Revisado
1993-06-21,22:36:09,3.1,-73.064,6.847,SANTANDER,LOS SANTOS,147,Revisado
1993-06-22,2:50:42,3.1,-73.032,6.862,SANTANDER,CEPITA,153.9,Revisado
1993-06-22,3:42:50,2.8,-73.072,6.849,SANTANDER,LOS SANTOS,148.5,Revisado
1993-06-22,4:08:28,3.2,-73.051,6.852,SANTANDER,LOS SANTOS,151.6,Revisado
1993-06-22,5:11:25,3,-73.158,4.912,CASANARE,SABANALARGA,0,Revisado
1993-06-22,5:56:45,3,-73.086,6.817,SANTANDER,LOS SANTOS,148.4,Revisado
1993-06-22,6:02:28,3.3,-73.061,6.811,SANTANDER,LOS SANTOS,152.6,Revisado
1993-06-22,10:40:29,2.2,-74.331,5.801,BOYACA,OTANCHE,13.7,Revisado
1993-06-22,12:04:30,3.2,-73.049,6.882,SANTANDER,PIEDECUESTA,151.9,Revisado
1993-06-22,12:41:38,2.7,-73.082,6.772,SANTANDER,LOS SANTOS,147.6,Revisado
1993-06-22,14:37:04,3.5,-73.075,6.767,SANTANDER,LOS SANTOS,144.4,Revisado
1993-06-22,16:38:07,2.4,-74.36,5.833,BOYACA,PUERTO BOYACA,12.2,Revisado
1993-06-22,22:18:14,3.1,-74.181,7.707,BOLIVAR,SANTA ROSA DEL SUR,0.8,Revisado
1993-06-23,1:35:09,3.6,-76.843,6.992,ANTIOQUIA,MURINDO,0,Revisado
1993-06-23,2:44:47,3.5,-73.048,6.825,SANTANDER,LOS SANTOS,153.9,Revisado
1993-06-23,6:30:47,3.6,-73.161,6.724,SANTANDER,VILLANUEVA,170,Revisado
1993-06-23,10:48:52,2.8,-73.118,6.863,SANTANDER,LOS SANTOS,147.8,Revisado
1993-06-23,11:42:42,1.9,-75.991,1.907,HUILA,TIMANA,4,Revisado
1993-06-23,13:41:58,2.4,-76.074,1.93,HUILA,SALADOBLANCO,0,Revisado
1993-06-23,15:14:29,3.1,-72.973,6.723,SANTANDER,CEPITA,146.9,Revisado
1993-06-23,15:55:01,3,-73.038,6.797,SANTANDER,CEPITA,146.5,Revisado
1993-06-23,15:57:21,2.5,-72.989,6.752,SANTANDER,CEPITA,148,Revisado
1993-06-23,22:38:18,4.3,-77.103,6.771,ANTIOQUIA,VIGIA DEL FUERTE,19.8,Revisado
1993-06-24,8:59:27,3.3,-71.969,7.683,NORTE DE SANTANDER,RAGONVALIA,68,Revisado
1993-06-24,11:03:22,3.2,-73.116,6.883,SANTANDER,LOS SANTOS,151.9,Revisado
1993-06-24,11:44:13,3.2,-73.119,6.842,SANTANDER,LOS SANTOS,144,Revisado
1993-06-24,14:47:20,2.4,-76.085,5.01,RISARALDA,LA CELIA,110.9,Revisado
1993-06-24,19:43:37,2.7,-72.948,6.795,SANTANDER,CEPITA,145.8,Revisado
1993-06-24,20:10:49,2.3,-76.061,2.319,CAUCA,VOLCAN PURACE,3.9,Revisado
1993-06-24,20:26:09,2.7,-74.035,7.118,SANTANDER,BARRANCABERMEJA,87.5,Revisado
1993-06-25,1:02:44,2.7,-73.027,6.785,SANTANDER,CEPITA,147.5,Revisado
